aX,aY,aZ,gX,gY,gZ
0.058,2.558,-0.104,9.644,1.770,34.058
0.084,2.472,-0.123,3.479,-0.183,40.894
0.068,2.324,-0.182,1.404,-2.258,51.514
0.058,2.184,-0.235,-1.160,0.305,59.082
0.050,2.078,-0.280,-3.845,9.277,62.134
0.042,2.020,-0.313,-1.160,20.081,65.491
0.020,1.979,-0.337,10.803,26.001,72.083
0.004,1.977,-0.355,23.437,25.635,78.613
0.001,2.014,-0.360,29.785,19.653,82.764
0.009,2.041,-0.349,28.442,9.094,82.947
0.021,2.030,-0.342,21.423,-2.563,78.125
0.041,1.979,-0.331,11.230,-10.559,70.007
0.066,1.901,-0.330,1.404,-12.390,58.533
0.107,1.800,-0.343,-5.859,-9.583,46.265
0.151,1.704,-0.365,-9.094,-4.517,36.316
0.183,1.627,-0.380,-7.629,0.732,31.982
0.194,1.583,-0.382,-2.380,2.380,33.752
0.165,1.569,-0.356,4.333,-1.038,38.757
0.094,1.572,-0.302,8.911,-7.690,42.725
-0.004,1.584,-0.255,9.644,-14.221,42.175
-0.082,1.572,-0.222,5.981,-19.287,36.316
-0.162,1.503,-0.197,-1.099,-25.024,24.353
-0.174,1.429,-0.152,-9.583,-32.227,7.263
-0.198,1.295,-0.150,-16.602,-37.781,-10.864
-0.206,1.163,-0.141,-21.118,-35.889,-30.701
-0.233,0.999,-0.141,-19.531,-29.541,-49.377
-0.271,0.848,-0.148,-11.963,-20.630,-65.369
-0.279,0.739,-0.147,-1.892,-11.536,-78.247
-0.288,0.637,-0.146,9.033,-5.432,-89.355
-0.329,0.544,-0.115,18.372,-1.465,-97.656
-0.332,0.451,-0.101,23.193,0.305,-101.379
-0.341,0.367,-0.079,21.912,-0.122,-106.323
-0.317,0.243,-0.049,16.846,-6.592,-113.281
-0.252,0.089,-0.009,7.263,-22.034,-119.141
-0.170,-0.078,0.047,-6.897,-45.471,-120.056
-0.038,-0.289,0.149,-23.804,-74.158,-114.014
0.104,-0.483,0.259,-40.222,-101.563,-97.778
0.187,-0.563,0.368,-53.345,-120.728,-71.716
0.213,-0.563,0.440,-59.448,-128.174,-44.128
0.219,-0.532,0.453,-58.899,-126.282,-27.893
0.225,-0.504,0.444,-55.725,-118.652,-27.527
0.249,-0.484,0.434,-51.025,-106.750,-38.635
0.281,-0.462,0.406,-42.969,-92.712,-53.772
0.297,-0.431,0.391,-30.884,-79.590,-68.237
0.324,-0.377,0.375,-17.212,-70.801,-80.139
0.369,-0.307,0.356,-7.629,-68.604,-88.867
0.380,-0.246,0.333,-2.625,-68.787,-94.727
0.395,-0.228,0.331,0.977,-66.345,-97.595
0.415,-0.238,0.328,3.357,-60.608,-97.717
0.405,-0.281,0.324,2.380,-52.063,-95.459
0.427,-0.356,0.345,-1.343,-41.626,-89.661
0.442,-0.410,0.365,-6.409,-29.175,-82.703
0.431,-0.424,0.353,-9.033,-15.625,-76.477
0.382,-0.415,0.324,-7.507,-1.282,-69.763
0.318,-0.383,0.285,-3.235,15.137,-61.890
0.228,-0.340,0.234,2.380,32.227,-53.833
0.142,-0.295,0.191,7.751,46.265,-45.532
0.067,-0.255,0.146,11.169,53.833,-39.063
0.031,-0.225,0.122,12.085,53.284,-34.668
0.014,-0.190,0.116,10.559,44.373,-30.334
0.001,-0.123,0.123,8.362,28.625,-25.635
0.014,-0.019,0.137,6.897,7.141,-20.264
0.048,0.142,0.143,4.272,-15.930,-15.503
0.120,0.318,0.153,-2.686,-38.269,-13.062
0.236,0.475,0.135,-13.611,-58.899,-14.709
0.334,0.624,0.099,-26.001,-75.195,-20.996
0.412,0.766,0.050,-37.720,-81.848,-29.480
0.497,0.878,-0.003,-47.302,-75.500,-38.330
0.519,0.961,-0.072,-53.589,-59.937,-45.349
0.474,1.065,-0.141,-57.983,-40.283,-49.622
0.424,1.212,-0.209,-63.293,-23.499,-53.650
0.411,1.348,-0.267,-68.115,-15.991,-62.378
0.391,1.441,-0.282,-72.327,-17.517,-78.308
0.403,1.489,-0.331,-75.500,-23.315,-98.267
0.450,1.479,-0.392,-75.806,-32.593,-119.446
0.571,1.487,-0.474,-74.097,-41.260,-138.672
0.652,1.559,-0.572,-70.496,-46.265,-155.762
0.689,1.601,-0.623,-66.895,-48.950,-174.255
0.729,1.558,-0.699,-65.491,-55.054,-198.486
0.769,1.475,-0.788,-65.063,-65.369,-223.389
0.794,1.407,-0.855,-62.561,-78.918,-239.685
0.845,1.406,-0.879,-55.969,-97.412,-247.498
0.850,1.423,-0.832,-44.678,-122.253,-252.747
0.886,1.433,-0.751,-31.982,-145.569,-259.705
0.917,1.474,-0.736,-22.278,-165.222,-271.667
0.951,1.363,-0.650,-16.846,-182.495,-290.894
0.952,1.243,-0.586,-14.160,-192.993,-308.899
0.964,1.023,-0.508,-11.353,-203.247,-325.012
0.984,0.839,-0.437,-11.841,-213.379,-331.238
1.061,0.718,-0.337,-13.184,-222.229,-325.623
0.972,0.579,-0.260,-14.893,-227.112,-311.829
0.986,0.476,-0.153,-17.761,-236.877,-297.974
1.001,0.407,-0.047,-16.052,-238.159,-282.898
0.959,0.316,0.002,-15.381,-228.821,-263.367
0.952,0.240,0.052,-20.203,-223.022,-244.995
0.889,0.181,0.183,-27.161,-222.229,-226.929
0.811,0.140,0.244,-28.931,-218.079,-213.135
0.690,0.089,0.280,-27.954,-207.947,-203.796
0.598,-0.021,0.234,-30.151,-198.486,-197.754
0.524,-0.173,0.240,-39.001,-198.914,-194.336
0.434,-0.307,0.277,-48.462,-206.726,-189.209
0.392,-0.381,0.330,-54.321,-217.529,-182.068
0.280,-0.424,0.391,-57.068,-226.196,-174.561
0.127,-0.466,0.497,-58.838,-233.337,-165.588
-0.153,-0.649,0.562,-58.044,-236.389,-158.264
0.024,-0.799,0.727,-54.688,-239.807,-166.382
-0.068,-0.893,0.860,-39.856,-263.916,-150.208
-0.153,-1.041,1.048,-35.889,-272.339,-116.638
0.042,-1.016,1.218,-50.049,-262.329,-93.933
0.157,-1.029,1.268,-67.993,-251.343,-70.801
0.935,2.917,4.000,203.552,-217.163,-73.730
0.471,-0.607,0.510,-187.805,25.085,-21.423
0.539,0.059,0.997,-18.555,203.613,-38.696
-0.051,0.323,1.574,-144.287,145.508,-7.446
0.171,-0.104,0.304,-13.916,116.882,-2.319
0.204,-0.190,0.386,-1.770,43.640,-2.258
0.110,0.257,1.298,1.221,-43.945,22.156
0.157,0.192,0.928,-1.526,-22.949,19.836
0.116,0.091,0.947,-1.770,-10.071,7.751
0.084,0.103,1.015,0.366,-18.738,4.883
0.088,0.075,0.956,2.625,-15.198,2.991
0.071,0.058,0.990,6.470,-16.113,2.625
0.066,0.048,0.991,8.118,-16.357,3.723
0.059,0.044,0.992,9.583,-16.235,4.944
0.054,0.027,0.984,8.972,-14.282,5.981
0.009,0.033,0.888,5.005,-12.878,6.775
-0.145,0.055,0.865,5.432,-21.851,7.874
-0.000,0.038,0.916,14.709,-40.833,8.850
0.000,0.039,1.019,22.034,-53.650,11.353
0.060,-0.004,1.056,27.649,-54.504,11.658
0.058,-0.011,1.049,19.104,-42.236,11.963
-0.031,-0.025,1.049,15.686,-26.550,10.803
-0.073,-0.021,1.020,13.367,-6.592,11.597
-0.110,-0.016,1.007,5.554,12.390,13.489
-0.140,-0.014,0.999,0.183,22.095,13.916
-0.101,-0.015,0.979,1.648,23.376,12.939
-0.082,-0.027,0.982,0.977,22.827,12.878
-0.103,-0.018,1.039,0.793,23.132,18.799
-0.015,-0.018,1.040,1.526,29.114,23.987
0.007,-0.027,1.092,-2.808,39.185,19.043
0.044,-0.002,1.108,-4.822,53.833,25.269
0.027,0.010,1.091,-1.953,71.289,27.222
0.052,-0.056,0.903,20.813,75.867,32.288
0.086,-0.040,0.831,29.114,68.115,37.476
0.113,-0.046,0.865,10.376,60.425,41.321
0.123,-0.006,0.931,-3.723,54.260,41.382
0.170,0.014,0.977,-3.540,48.157,38.879
0.186,0.057,0.993,6.165,45.837,41.382
0.207,0.053,0.946,13.550,46.631,41.809
0.215,0.057,0.924,18.494,44.617,40.894
0.231,0.054,0.903,23.132,38.818,35.095
0.289,0.058,0.889,16.479,36.438,28.625
0.297,0.073,0.874,20.691,29.175,35.645
0.290,0.068,0.852,17.944,22.888,33.142
0.279,0.069,0.846,11.597,16.541,27.344
0.312,0.089,0.857,2.197,11.169,24.048
0.297,0.111,0.866,-0.122,3.357,25.513
0.241,0.133,0.889,-3.845,-2.197,24.475
0.245,0.150,0.915,-8.606,-5.981,20.569
0.224,0.169,0.933,-10.010,-8.911,16.296
0.185,0.109,1.006,-11.658,-9.583,10.437
0.170,0.082,1.046,-7.935,-6.958,5.127
0.175,0.065,1.008,1.953,-1.770,2.686
0.175,0.031,0.973,9.155,2.075,-0.122
0.177,0.009,0.941,12.512,3.601,-0.732
0.178,-0.003,0.918,11.536,3.174,-0.366
0.179,-0.009,0.911,7.996,1.282,0.916
0.179,-0.006,0.915,3.174,-0.488,2.258
0.178,0.000,0.927,-1.221,-2.441,3.418
0.179,0.011,0.943,-4.150,-3.906,4.150
0.177,0.020,0.956,-5.615,-4.578,4.272
0.176,0.025,0.964,-5.737,-4.456,4.150
0.176,0.027,0.968,-4.822,-3.540,3.906
0.176,0.030,0.970,-3.113,-3.113,3.601
0.176,0.029,0.968,-1.465,-2.380,3.052
0.176,0.028,0.966,0.427,-1.648,2.686
0.175,0.025,0.962,2.197,-1.038,2.441
0.176,0.020,0.957,3.479,-0.305,2.014
0.176,0.016,0.948,3.906,-0.244,1.892
0.178,0.010,0.940,3.418,-0.427,2.014
0.178,0.006,0.935,2.136,-0.854,2.136
0.177,0.006,0.935,0.061,-1.648,2.563
0.176,0.011,0.940,-1.709,-2.441,3.174
0.177,0.016,0.950,-3.052,-3.235,3.723
0.176,0.023,0.958,-3.479,-3.479,3.784
0.175,0.028,0.966,-3.052,-3.296,3.540
0.175,0.030,0.967,-1.892,-2.563,3.174
0.174,0.029,0.966,-0.061,-1.892,2.869
0.175,0.025,0.960,1.404,-1.160,2.563
0.176,0.019,0.953,2.441,-0.732,2.197
0.177,0.014,0.946,2.625,-0.549,2.075
0.177,0.011,0.942,2.075,-0.854,2.197
0.176,0.012,0.942,0.793,-1.587,2.625
0.177,0.013,0.944,-0.427,-2.075,3.052
0.176,0.017,0.949,-1.343,-2.380,3.296
0.175,0.020,0.953,-1.831,-2.502,3.296
0.177,0.022,0.957,-1.770,-2.441,3.174
0.175,0.023,0.958,-1.099,-2.319,3.113
0.174,0.023,0.959,-0.671,-2.014,2.930
0.175,0.022,0.957,0.061,-1.709,2.686
0.176,0.021,0.954,0.671,-1.465,2.502
0.176,0.019,0.951,0.977,-1.404,2.258
0.176,0.017,0.950,1.099,-1.160,2.319
0.176,0.016,0.948,0.916,-1.221,2.502
0.175,0.016,0.947,0.244,-1.465,2.625
0.176,0.016,0.949,-0.122,-1.892,2.808
0.176,0.017,0.950,-0.732,-1.953,2.808
0.176,0.019,0.954,-0.977,-2.136,2.869
0.175,0.020,0.955,-1.038,-2.319,2.991
0.174,0.022,0.955,-0.732,-2.136,2.991
0.174,0.022,0.956,-0.244,-1.892,2.686
0.175,0.021,0.956,0.000,-1.648,2.686
0.175,0.020,0.953,0.366,-1.648,2.686
0.175,0.019,0.952,0.549,-1.465,2.686
0.176,0.018,0.950,0.549,-1.526,2.686
0.176,0.017,0.950,0.488,-1.648,2.686
0.176,0.018,0.948,0.122,-1.526,2.563
0.176,0.017,0.951,-0.122,-1.709,2.808
0.175,0.019,0.952,-0.427,-2.014,2.930
0.174,0.019,0.954,-0.549,-2.014,2.930
0.174,0.020,0.954,-0.549,-2.075,2.808
0.176,0.021,0.954,-0.305,-1.892,2.747
0.175,0.020,0.954,0.000,-1.770,2.747
0.175,0.020,0.953,0.244,-1.526,2.686
0.175,0.018,0.952,0.244,-1.648,2.625
0.175,0.018,0.950,0.305,-1.770,2.625
0.175,0.018,0.950,0.183,-1.648,2.563
0.174,0.019,0.950,0.061,-1.709,2.808
0.176,0.018,0.951,0.183,-1.770,2.930
